TIMESTAMP             | TID   | EVENT | SIZE (KB) | CURRENT TID RSS (KB) | PFN | REQ_ID_PARAM
05:28:37.697297 | 10293 | ALLOC |      4.00 |                16.00 | 1959862 |                N/A
05:28:37.697307 | 10293 | ALLOC |      4.00 |                20.00 | 1959863 |                N/A
05:28:37.697317 | 10293 | ALLOC |      4.00 |                24.00 | 3026106 |                N/A
05:28:37.697322 | 10293 | ALLOC |      4.00 |                28.00 | 3026107 |                N/A
05:28:37.697582 | 200713 | FREE  |     32.00 |                 0.00 | 3450704 |                N/A
05:28:37.697681 | 200643 | FREE  |      4.00 |                 0.00 | 3262814 |                N/A
05:28:37.697683 | 200643 | FREE  |      4.00 |                 0.00 | 3682907 |                N/A
05:28:37.697685 | 200643 | FREE  |      4.00 |                 0.00 | 3729248 |                N/A
05:28:37.697687 | 200643 | FREE  |      4.00 |                 0.00 | 3524849 |                N/A
05:28:37.697689 | 200630 | FREE  |      4.00 |                68.00 | 3719578 |  16721190419364752
05:28:37.697691 | 200630 | FREE  |      4.00 |                64.00 | 3714249 |  16721190419364752
05:28:37.697708 | 200691 | FREE  |     32.00 |                 0.00 | 3574144 |                N/A
05:28:37.697800 | 9856  | ALLOC |      4.00 |                56.00 | 3714249 |                N/A
05:28:37.697813 | 9856  | ALLOC |      4.00 |                60.00 | 3719578 |                N/A
05:28:37.697821 | 9856  | ALLOC |      4.00 |                64.00 | 3524849 |                N/A
05:28:37.697876 | 200733 | ALLOC |     32.00 |                32.00 | 3574144 |                N/A
05:28:37.698019 | 200717 | ALLOC |      4.00 |                36.00 | 3729248 | 364767072889433600
05:28:37.698076 | 200733 | FREE  |     32.00 |                 0.00 | 3574144 |                N/A
05:28:37.698177 | 200644 | ALLOC |     32.00 |                64.00 | 3574144 |                N/A
05:28:37.699163 | 200771 | ALLOC |     32.00 |                32.00 | 3450704 |                N/A
05:28:37.699171 | 200644 | FREE  |     32.00 |                 0.00 | 3574144 |                N/A
05:28:37.699226 | 200760 | ALLOC |      4.00 |                 4.00 | 3682907 |  87649271374118576
05:28:37.699266 | 9429  | ALLOC |      4.00 |               288.00 | 3262814 |                N/A
05:28:37.699733 | 200784 | ALLOC |     32.00 |                32.00 | 3574144 |                N/A
05:28:37.699740 | 200771 | FREE  |     32.00 |                 0.00 | 3450704 |                N/A
05:28:37.700181 | 200785 | ALLOC |      4.00 |                 4.00 | 3024610 | 706778826815226368
05:28:37.700201 | 200785 | ALLOC |     32.00 |                36.00 | 3450704 | 706778826815226368
05:28:37.700328 | 200784 | FREE  |     32.00 |                 0.00 | 3574144 |                N/A
05:28:37.700486 | 200760 | ALLOC |     32.00 |                72.00 | 3574144 |  87649271374118576
05:28:37.700822 | 200817 | ALLOC |      4.00 |                 4.00 | 3379075 | 546881539092688000
05:28:37.700826 | 200817 | ALLOC |      4.00 |                 8.00 | 3024611 | 546881539092688000
05:28:37.700845 | 200817 | ALLOC |      4.00 |                12.00 | 2681304 | 546881539092688000
05:28:37.700858 | 200817 | ALLOC |      4.00 |                16.00 | 2681305 | 546881539092688000
05:28:37.700870 | 200817 | ALLOC |      4.00 |                20.00 | 3254156 | 546881539092688000
05:28:37.700881 | 200817 | ALLOC |      4.00 |                24.00 | 3254157 | 546881539092688000
05:28:37.700886 | 200817 | ALLOC |      4.00 |                28.00 | 3113170 | 546881539092688000
05:28:37.700891 | 200817 | ALLOC |      4.00 |                32.00 | 3113171 | 546881539092688000
05:28:37.700902 | 200817 | ALLOC |      4.00 |                36.00 | 2964174 | 546881539092688000
05:28:37.700907 | 200817 | ALLOC |      4.00 |                40.00 | 2964175 | 546881539092688000
05:28:37.700921 | 200817 | ALLOC |      4.00 |                44.00 | 1533202 | 546881539092688000
05:28:37.700955 | 200817 | ALLOC |      4.00 |                48.00 | 1533203 | 546881539092688000
05:28:37.700960 | 200817 | ALLOC |      4.00 |                52.00 | 1376408 | 546881539092688000
05:28:37.701259 | 200820 | FREE  |     32.00 |                 0.00 | 3620192 |                N/A
05:28:37.702095 | 200826 | ALLOC |      4.00 |                 4.00 | 1376409 |                N/A
05:28:37.702104 | 200826 | ALLOC |      4.00 |                 8.00 | 3258850 |                N/A
05:28:37.702112 | 200638 | FREE  |      4.00 |               108.00 | 3259852 | 886041221535080576
05:28:37.702114 | 200683 | FREE  |      4.00 |                 0.00 | 1946414 |                N/A
05:28:37.702116 | 200691 | FREE  |      4.00 |                 0.00 | 1946415 |                N/A
05:28:37.702118 | 200717 | FREE  |      4.00 |                72.00 | 3729248 | 364767072889433600
05:28:37.702121 | 200826 | ALLOC |      4.00 |                12.00 | 3729248 |                N/A
05:28:37.702125 | 200826 | ALLOC |      4.00 |                16.00 | 1946415 |                N/A
05:28:37.702140 | 200826 | ALLOC |      4.00 |                20.00 | 1946414 |                N/A
05:28:37.702150 | 200826 | ALLOC |      4.00 |                24.00 | 3259852 |                N/A
05:28:37.702153 | 200826 | ALLOC |      4.00 |                28.00 | 3258851 |                N/A
05:28:37.702158 | 200826 | ALLOC |      4.00 |                32.00 | 2675498 |                N/A
05:28:37.702187 | 200826 | ALLOC |     32.00 |                64.00 | 3620192 |                N/A
05:28:37.702228 | 200827 | ALLOC |      4.00 |                 4.00 | 2675499 |                N/A
05:28:37.702247 | 200827 | ALLOC |      4.00 |                 8.00 | 2096126 |                N/A
05:28:37.702251 | 200827 | ALLOC |      4.00 |                12.00 | 2096127 |                N/A
05:28:37.702254 | 200827 | ALLOC |      4.00 |                16.00 | 3264422 |                N/A
05:28:37.702258 | 200827 | ALLOC |      4.00 |                20.00 | 3264423 |                N/A
05:28:37.702261 | 200827 | ALLOC |      4.00 |                24.00 | 3032198 |                N/A
05:28:37.702270 | 200827 | ALLOC |      4.00 |                28.00 | 3733945 |                N/A
05:28:37.702282 | 200827 | ALLOC |      4.00 |                32.00 | 3733946 |                N/A
05:28:37.702291 | 200827 | ALLOC |      4.00 |                36.00 | 3733947 |                N/A
05:28:37.702300 | 200827 | ALLOC |      4.00 |                40.00 | 3733948 |                N/A
05:28:37.702304 | 200827 | ALLOC |      4.00 |                44.00 | 3733949 |                N/A
05:28:37.702324 | 200827 | ALLOC |     32.00 |                76.00 | 3550696 |                N/A
05:28:37.702390 | 200827 | ALLOC |      4.00 |                80.00 | 3733950 |                N/A
05:28:37.702394 | 200827 | ALLOC |      4.00 |                84.00 | 3733951 |                N/A
05:28:37.702419 | 200827 | ALLOC |      4.00 |                88.00 | 3717824 |                N/A
05:28:37.702440 | 200827 | ALLOC |      4.00 |                92.00 | 3717825 |                N/A
05:28:37.702515 | 200827 | ALLOC |      4.00 |                96.00 | 3717826 |                N/A
05:28:37.702521 | 200827 | ALLOC |      4.00 |               100.00 | 3717827 |                N/A
05:28:37.694552 | 200630 | ALLOC |      4.00 |                 4.00 | 1860555 |  16721190419364752
05:28:37.694557 | 200630 | ALLOC |      4.00 |                 8.00 | 3243563 |  16721190419364752
05:28:37.694575 | 200630 | ALLOC |      4.00 |                12.00 | 3714245 |  16721190419364752
05:28:37.694623 | 200630 | ALLOC |      4.00 |                16.00 | 1190892 |  16721190419364752
05:28:37.694638 | 200630 | ALLOC |      4.00 |                20.00 | 1520621 |  16721190419364752
05:28:37.694658 | 200630 | ALLOC |      4.00 |                24.00 | 3243566 |  16721190419364752
05:28:37.694676 | 200630 | ALLOC |      8.00 |                32.00 | 2884416 |  16721190419364752
05:28:37.694684 | 200630 | ALLOC |      4.00 |                36.00 | 3243557 |  16721190419364752
05:28:37.694714 | 200630 | ALLOC |      4.00 |                40.00 | 2091917 |  16721190419364752
05:28:37.694716 | 200630 | ALLOC |      4.00 |                44.00 | 3692980 |  16721190419364752
05:28:37.694723 | 200630 | ALLOC |      4.00 |                48.00 | 3665966 |  16721190419364752
05:28:37.694748 | 200630 | ALLOC |      4.00 |                52.00 | 2845003 |  16721190419364752
05:28:37.694774 | 200630 | ALLOC |      4.00 |                56.00 | 3292748 |  16721190419364752
05:28:37.694814 | 200635 | ALLOC |      4.00 |                 4.00 | 3010847 |                N/A
05:28:37.694850 | 200630 | ALLOC |      8.00 |                64.00 | 3450118 |  16721190419364752
05:28:37.694859 | 200630 | ALLOC |      4.00 |                68.00 | 3683929 |  16721190419364752
05:28:37.694897 | 200630 | ALLOC |      4.00 |                72.00 | 2924585 |  16721190419364752
05:28:37.694900 | 200630 | ALLOC |      4.00 |                76.00 | 3714249 |  16721190419364752
05:28:37.694941 | 200630 | ALLOC |      4.00 |                80.00 | 3719578 |  16721190419364752
05:28:37.695193 | 200634 | ALLOC |     32.00 |                64.00 | 3557032 |                N/A
05:28:37.695673 | 200654 | ALLOC |      4.00 |                 4.00 | 3649156 |                N/A
05:28:37.695702 | 200654 | ALLOC |      4.00 |                 8.00 | 2233907 |                N/A
05:28:37.695714 | 200654 | ALLOC |      4.00 |                12.00 | 3678604 |                N/A
05:28:37.695809 | 200654 | ALLOC |      4.00 |                16.00 | 3693576 |                N/A
05:28:37.695836 | 200654 | ALLOC |      4.00 |                20.00 | 3693577 |                N/A
05:28:37.695840 | 200654 | ALLOC |      4.00 |                24.00 | 3729531 |                N/A
05:28:37.695849 | 200654 | ALLOC |      4.00 |                28.00 | 2964592 |                N/A
05:28:37.696026 | 200654 | ALLOC |     32.00 |                60.00 | 3558696 |                N/A
05:28:37.696139 | 200658 | ALLOC |      4.00 |                 4.00 | 3368490 | 555477447468886912,710051034486130816,806621659014988672,331213479527882560,232095291636170656,273078355749895200,636835206775895168,364767072889433600,546881539092688000
05:28:37.696144 | 200658 | ALLOC |      4.00 |                 8.00 | 1309506 | 555477447468886912,710051034486130816,806621659014988672,331213479527882560,232095291636170656,273078355749895200,636835206775895168,364767072889433600,546881539092688000
05:28:37.696169 | 200658 | ALLOC |      4.00 |                12.00 | 3370989 | 555477447468886912,710051034486130816,806621659014988672,331213479527882560,232095291636170656,273078355749895200,636835206775895168,364767072889433600,546881539092688000
05:28:37.696217 | 200658 | ALLOC |      4.00 |                16.00 | 3727152 | 555477447468886912,710051034486130816,806621659014988672,331213479527882560,232095291636170656,273078355749895200,636835206775895168,364767072889433600,546881539092688000
05:28:37.696236 | 200658 | ALLOC |     32.00 |                48.00 | 3560496 | 555477447468886912,710051034486130816,806621659014988672,331213479527882560,232095291636170656,273078355749895200,636835206775895168,364767072889433600,546881539092688000
05:28:37.696314 | 200655 | FREE  |     32.00 |                 0.00 | 3559288 |                N/A
05:28:37.696413 | 200648 | ALLOC |     32.00 |                84.00 | 3559288 | 331213479527882560,636835206775895168,706778826815226368,1144672601494410496,555477447468886912,546881539092688000
05:28:37.696530 | 200636 | FREE  |     32.00 |                 0.00 | 3571176 |                N/A
05:28:37.697000 | 200689 | ALLOC |     32.00 |                32.00 | 3571176 |                N/A
05:28:37.697263 | 9429  | ALLOC |      4.00 |               140.00 | 3727151 |                N/A
05:28:37.697273 | 200630 | FREE  |      4.00 |                76.00 | 3292748 |  16721190419364752
05:28:37.697275 | 200630 | FREE  |      4.00 |                72.00 | 3683929 |  16721190419364752
05:28:37.697279 | 9429  | ALLOC |      4.00 |               144.00 | 3683929 |                N/A
05:28:37.697290 | 9429  | ALLOC |      4.00 |               148.00 | 3292748 |                N/A
05:28:37.697297 | 9429  | ALLOC |     32.00 |               180.00 | 3561848 |                N/A
05:28:37.697430 | 9429  | ALLOC |      4.00 |               184.00 | 1051987 |                N/A
05:28:37.697471 | 9429  | ALLOC |      4.00 |               188.00 | 3293022 |                N/A
05:28:37.697481 | 9429  | ALLOC |      4.00 |               192.00 | 3710461 |                N/A
05:28:37.697693 | 200697 | FREE  |     32.00 |                 0.00 | 3359872 |                N/A
05:28:37.697853 | 200723 | ALLOC |      4.00 |                 8.00 | 3727161 | 562017487517019520
05:28:37.697863 | 200723 | ALLOC |     16.00 |                24.00 | 3579532 | 562017487517019520
05:28:37.697870 | 200723 | ALLOC |      4.00 |                28.00 | 3727160 | 562017487517019520
05:28:37.697917 | 200723 | ALLOC |      4.00 |                32.00 | 3459914 | 562017487517019520
05:28:37.697922 | 200723 | ALLOC |      4.00 |                36.00 | 3727159 | 562017487517019520
05:28:37.697941 | 200723 | ALLOC |      4.00 |                40.00 | 3727154 | 562017487517019520
05:28:37.697947 | 200723 | ALLOC |     32.00 |                72.00 | 3359872 | 562017487517019520
05:28:37.698055 | 200723 | ALLOC |      4.00 |                76.00 | 3220315 | 562017487517019520
05:28:37.698058 | 200723 | ALLOC |      4.00 |                80.00 | 3724806 | 562017487517019520
05:28:37.698112 | 200723 | ALLOC |      4.00 |                84.00 | 3724807 | 562017487517019520
05:28:37.698300 | 200748 | ALLOC |     32.00 |                32.00 | 3579672 |                N/A
05:28:37.698366 | 200747 | ALLOC |      4.00 |                 4.00 | 3595685 | 636835206775895168,706778826815226368,546881539092688000
05:28:37.698370 | 200747 | ALLOC |      4.00 |                 8.00 | 3333954 | 636835206775895168,706778826815226368,546881539092688000
05:28:37.698392 | 200747 | ALLOC |      4.00 |                12.00 | 1589447 | 636835206775895168,706778826815226368,546881539092688000
05:28:37.698406 | 200747 | ALLOC |      4.00 |                16.00 | 3026375 | 636835206775895168,706778826815226368,546881539092688000
05:28:37.698419 | 200747 | ALLOC |     32.00 |                48.00 | 3579504 | 636835206775895168,706778826815226368,546881539092688000
05:28:37.698641 | 10081 | ALLOC |      4.00 |                24.00 | 2460749 |                N/A
05:28:37.698703 | 200648 | ALLOC |      8.00 |               108.00 | 3595692 | 331213479527882560,636835206775895168,706778826815226368,1144672601494410496,555477447468886912,546881539092688000
05:28:37.698715 | 200648 | ALLOC |      4.00 |               112.00 | 3526142 | 331213479527882560,636835206775895168,706778826815226368,1144672601494410496,555477447468886912,546881539092688000
05:28:37.698726 | 200651 | FREE  |      4.00 |                 0.00 | 3327467 |                N/A
05:28:37.698728 | 200651 | FREE  |      4.00 |                 0.00 | 3327466 |                N/A
05:28:37.698730 | 200649 | FREE  |      4.00 |               112.00 | 3671793 | 644551850738674432,562017487517019520,273078355749895200,16721190419364752,903922250823434368
05:28:37.698732 | 200649 | FREE  |      4.00 |               108.00 | 3671792 | 644551850738674432,562017487517019520,273078355749895200,16721190419364752,903922250823434368
05:28:37.698780 | 200753 | FREE  |     32.00 |                 0.00 | 3563088 |                N/A
05:28:37.698839 | 200751 | ALLOC |      4.00 |                48.00 | 3671792 | 809977241386262272,555477447468886912
05:28:37.698846 | 200751 | ALLOC |      4.00 |                52.00 | 3671793 | 809977241386262272,555477447468886912
05:28:37.698938 | 200751 | ALLOC |      4.00 |                56.00 | 3327466 | 809977241386262272,555477447468886912
05:28:37.698950 | 200751 | ALLOC |     32.00 |                88.00 | 3563088 | 809977241386262272,555477447468886912
05:28:37.699079 | 200759 | FREE  |     32.00 |                 0.00 | 3606920 |                N/A
05:28:37.699219 | 10293 | ALLOC |      4.00 |                32.00 | 3327467 |                N/A
05:28:37.699256 | 200751 | ALLOC |      4.00 |                92.00 | 3724804 | 809977241386262272,555477447468886912
05:28:37.699393 | 200769 | ALLOC |      4.00 |                52.00 | 3724805 |                N/A
05:28:37.699480 | 200668 | FREE  |      4.00 |                 0.00 | 3678954 |                N/A
05:28:37.699482 | 200638 | FREE  |      4.00 |                68.00 | 1810977 | 886041221535080576
05:28:37.699484 | 200638 | FREE  |      4.00 |                64.00 | 1810976 | 886041221535080576
05:28:37.699522 | 200756 | ALLOC |      4.00 |                12.00 | 1810976 | 241083423082069984
05:28:37.699560 | 200756 | ALLOC |      4.00 |                16.00 | 1810977 | 241083423082069984
05:28:37.699573 | 200756 | ALLOC |      4.00 |                20.00 | 3678954 | 241083423082069984
05:28:37.699607 | 200756 | ALLOC |      4.00 |                24.00 | 3246559 | 241083423082069984
05:28:37.699700 | 200704 | FREE  |     32.00 |                 0.00 | 3660512 |                N/A
05:28:37.699734 | 200786 | ALLOC |     32.00 |                32.00 | 3660512 |                N/A
05:28:37.699966 | 200791 | ALLOC |     32.00 |                32.00 | 3606920 |                N/A
05:28:37.700169 | 8635  | ALLOC |     32.00 |                32.00 | 3646160 |                N/A
05:28:37.700175 | 200791 | FREE  |     32.00 |                 0.00 | 3606920 |                N/A
05:28:37.700498 | 9805  | ALLOC |      4.00 |               124.00 | 3714180 |                N/A
05:28:37.700516 | 9805  | ALLOC |      4.00 |               128.00 | 2892719 |                N/A
05:28:37.700534 | 9805  | ALLOC |      4.00 |               132.00 | 3714295 |                N/A
05:28:37.700740 | 200816 | ALLOC |      4.00 |                 4.00 | 3548595 | 386453419060398400
05:28:37.700757 | 200816 | ALLOC |      4.00 |                 8.00 | 3389313 | 386453419060398400
05:28:37.700779 | 200816 | ALLOC |      4.00 |                12.00 | 3538475 | 386453419060398400
05:28:37.700794 | 200816 | ALLOC |      4.00 |                16.00 | 3675616 | 386453419060398400
05:28:37.700805 | 200816 | ALLOC |      4.00 |                20.00 | 1995548 | 386453419060398400
05:28:37.700816 | 200723 | FREE  |      4.00 |               116.00 | 3724806 | 562017487517019520
05:28:37.700819 | 200723 | FREE  |      4.00 |               112.00 | 3724807 | 562017487517019520
05:28:37.700828 | 200816 | ALLOC |      4.00 |                24.00 | 3724807 | 386453419060398400
05:28:37.700834 | 200816 | ALLOC |      4.00 |                28.00 | 3724806 | 386453419060398400
05:28:37.700839 | 200816 | ALLOC |      4.00 |                32.00 | 3690769 | 386453419060398400
05:28:37.700849 | 200816 | ALLOC |      4.00 |                36.00 | 3684449 | 386453419060398400
05:28:37.700855 | 200816 | ALLOC |      4.00 |                40.00 | 3671890 | 386453419060398400
05:28:37.700869 | 200816 | ALLOC |      4.00 |                44.00 | 3637558 | 386453419060398400
05:28:37.700900 | 200816 | ALLOC |      4.00 |                48.00 | 3539894 | 386453419060398400
05:28:37.700904 | 200816 | ALLOC |      4.00 |                52.00 | 2870684 | 386453419060398400
05:28:37.701041 | 200816 | ALLOC |      4.00 |                56.00 | 2966259 | 386453419060398400
05:28:37.701116 | 200816 | ALLOC |      4.00 |                60.00 | 3233303 | 386453419060398400
05:28:37.701126 | 200816 | ALLOC |     32.00 |                92.00 | 3606920 | 386453419060398400
05:28:37.701581 | 200800 | ALLOC |      4.00 |                88.00 | 3699308 | 331213479527882560,636835206775895168,706778826815226368
05:28:37.701776 | 200824 | ALLOC |      4.00 |                 4.00 | 3699310 |                N/A
05:28:37.701798 | 200824 | ALLOC |      4.00 |                 8.00 | 2966051 |                N/A
05:28:37.701803 | 200824 | ALLOC |      4.00 |                12.00 | 1970145 |                N/A
05:28:37.701806 | 200824 | ALLOC |      4.00 |                16.00 | 2909239 |                N/A
05:28:37.701812 | 200824 | ALLOC |      4.00 |                20.00 | 1899348 |                N/A
05:28:37.701816 | 200824 | ALLOC |      4.00 |                24.00 | 3098437 |                N/A
05:28:37.701819 | 200824 | ALLOC |      4.00 |                28.00 | 3112341 |                N/A
05:28:37.701824 | 200824 | ALLOC |      4.00 |                32.00 | 3601486 |                N/A
05:28:37.701831 | 200824 | ALLOC |      4.00 |                36.00 | 1931498 |                N/A
05:28:37.701834 | 200824 | ALLOC |      4.00 |                40.00 | 3635764 |                N/A
05:28:37.701847 | 200824 | ALLOC |      4.00 |                44.00 | 1930281 |                N/A
05:28:37.701851 | 200824 | ALLOC |      4.00 |                48.00 | 3261962 |                N/A
05:28:37.701854 | 200824 | ALLOC |      4.00 |                52.00 | 3262349 |                N/A
05:28:37.701866 | 200824 | ALLOC |      4.00 |                56.00 | 3073854 |                N/A
05:28:37.701881 | 200824 | ALLOC |      4.00 |                60.00 | 3333128 |                N/A
05:28:37.701885 | 200824 | ALLOC |      4.00 |                64.00 | 1838657 |                N/A
05:28:37.701904 | 200824 | ALLOC |     32.00 |                96.00 | 3561824 |                N/A
05:28:37.701992 | 200824 | ALLOC |      4.00 |               100.00 | 3032774 |                N/A
05:28:37.701996 | 200824 | ALLOC |      4.00 |               104.00 | 2063880 |                N/A
05:28:37.702017 | 200824 | ALLOC |      4.00 |               108.00 | 3154856 |                N/A
05:28:37.702035 | 200824 | ALLOC |      4.00 |               112.00 | 2865685 |                N/A
05:28:37.702098 | 200824 | ALLOC |      4.00 |               116.00 | 2915214 |                N/A
05:28:37.702103 | 200824 | ALLOC |      4.00 |               120.00 | 3037528 |                N/A
05:28:37.702500 | 200829 | ALLOC |      4.00 |                 4.00 | 2149926 |                N/A
05:28:37.702510 | 200829 | ALLOC |      4.00 |                 8.00 | 2975327 |                N/A
05:28:37.702526 | 200829 | ALLOC |      4.00 |                12.00 | 1381875 |                N/A
05:28:37.702540 | 200829 | ALLOC |      4.00 |                16.00 | 3003856 |                N/A
05:28:37.702570 | 200829 | ALLOC |     32.00 |                48.00 | 3606560 |                N/A
05:28:37.702657 | 200829 | ALLOC |      4.00 |                52.00 | 2935642 |                N/A
05:28:37.702662 | 200829 | ALLOC |      4.00 |                56.00 | 3257692 |                N/A
05:28:37.702665 | 200829 | ALLOC |      4.00 |                60.00 | 3113439 |                N/A
05:28:37.702669 | 200829 | ALLOC |      4.00 |                64.00 | 2978764 |                N/A
05:28:37.702672 | 200829 | ALLOC |      4.00 |                68.00 | 2968290 |                N/A
05:28:37.702689 | 200829 | ALLOC |      4.00 |                72.00 | 2878504 |                N/A
05:28:37.702696 | 200829 | ALLOC |      4.00 |                76.00 | 2026379 |                N/A
05:28:37.702699 | 200829 | ALLOC |      4.00 |                80.00 | 3075754 |                N/A
05:28:37.702706 | 200829 | ALLOC |      4.00 |                84.00 | 2140483 |                N/A
05:28:37.702710 | 200829 | ALLOC |      4.00 |                88.00 | 1847623 |                N/A
05:28:37.702761 | 200829 | ALLOC |      4.00 |                92.00 | 3020447 |                N/A
05:28:37.702765 | 200829 | ALLOC |      4.00 |                96.00 | 2954534 |                N/A
05:28:37.694846 | 9429  | ALLOC |      4.00 |                72.00 | 3668314 |                N/A
05:28:37.694898 | 200639 | ALLOC |      4.00 |                 4.00 | 3668315 |                N/A
05:28:37.695065 | 9429  | ALLOC |      4.00 |                76.00 | 3668316 |                N/A
05:28:37.695892 | 200639 | ALLOC |      4.00 |                 8.00 | 3328892 |                N/A
05:28:37.695898 | 200639 | ALLOC |      4.00 |                12.00 | 3668317 |                N/A
05:28:37.695907 | 200639 | ALLOC |      4.00 |                16.00 | 3668318 |                N/A
05:28:37.695920 | 200639 | ALLOC |      4.00 |                20.00 | 3668319 |                N/A
05:28:37.695962 | 200639 | ALLOC |      4.00 |                24.00 | 3717784 |                N/A
05:28:37.695975 | 200639 | ALLOC |      4.00 |                28.00 | 3717785 |                N/A
05:28:37.696013 | 200639 | ALLOC |      4.00 |                32.00 | 3717786 |                N/A
05:28:37.696245 | 200639 | ALLOC |     32.00 |                64.00 | 3561784 |                N/A
05:28:37.696336 | 9764  | ALLOC |      4.00 |                 4.00 | 3717787 |                N/A
05:28:37.696345 | 9764  | ALLOC |      4.00 |                 8.00 | 3717788 |                N/A
05:28:37.696473 | 200670 | ALLOC |      4.00 |                 4.00 | 3717789 |                N/A
05:28:37.696540 | 200670 | ALLOC |      4.00 |                 8.00 | 3717790 |                N/A
05:28:37.696557 | 200670 | ALLOC |      4.00 |                12.00 | 3717791 |                N/A
05:28:37.696583 | 200670 | ALLOC |      4.00 |                16.00 | 3715528 |                N/A
05:28:37.696649 | 200634 | FREE  |     32.00 |                 0.00 | 3557032 |                N/A
05:28:37.696753 | 200670 | ALLOC |     32.00 |                48.00 | 3557032 |                N/A
05:28:37.696824 | 200682 | ALLOC |     32.00 |                32.00 | 3359872 |                N/A
05:28:37.696939 | 200646 | FREE  |     32.00 |                 0.00 | 3660512 |                N/A
05:28:37.697018 | 200690 | ALLOC |     32.00 |                32.00 | 3660512 |                N/A
05:28:37.697023 | 200670 | FREE  |     32.00 |                 0.00 | 3557032 |                N/A
05:28:37.697026 | 200682 | FREE  |     32.00 |                 0.00 | 3359872 |                N/A
05:28:37.697284 | 200697 | ALLOC |     32.00 |                32.00 | 3359872 |                N/A
05:28:37.697291 | 200690 | FREE  |     32.00 |                 0.00 | 3660512 |                N/A
05:28:37.697396 | 200704 | ALLOC |      4.00 |                 4.00 | 3060649 |                N/A
05:28:37.697400 | 200704 | ALLOC |      4.00 |                 8.00 | 3715529 |                N/A
05:28:37.697415 | 200704 | ALLOC |      4.00 |                12.00 | 3715530 |                N/A
05:28:37.697465 | 200704 | ALLOC |      4.00 |                16.00 | 3715531 |                N/A
05:28:37.698105 | 200704 | ALLOC |     32.00 |                48.00 | 3660512 |                N/A
05:28:37.698814 | 200750 | FREE  |     32.00 |                 0.00 | 2929592 |                N/A
05:28:37.698823 | 200693 | FREE  |     32.00 |                 0.00 | 3560288 |                N/A
05:28:37.699102 | 200769 | ALLOC |      4.00 |                 4.00 | 3715532 |                N/A
05:28:37.699116 | 200769 | ALLOC |      4.00 |                 8.00 | 3715533 |                N/A
05:28:37.699137 | 200769 | ALLOC |      4.00 |                12.00 | 3715534 |                N/A
05:28:37.699160 | 200769 | ALLOC |      4.00 |                16.00 | 3678910 |                N/A
05:28:37.699200 | 200769 | ALLOC |     32.00 |                48.00 | 3560288 |                N/A
05:28:37.699549 | 200774 | ALLOC |      8.00 |                 8.00 | 3450682 | 87649271374118576,364767072889433600
05:28:37.699566 | 200774 | ALLOC |      4.00 |                12.00 | 3627915 | 87649271374118576,364767072889433600
05:28:37.699570 | 200774 | ALLOC |      4.00 |                16.00 | 3678911 | 87649271374118576,364767072889433600
05:28:37.699590 | 200774 | ALLOC |      4.00 |                20.00 | 3524736 | 87649271374118576,364767072889433600
05:28:37.699606 | 200774 | ALLOC |      4.00 |                24.00 | 3524737 | 87649271374118576,364767072889433600
05:28:37.699617 | 200774 | ALLOC |      4.00 |                28.00 | 3524738 | 87649271374118576,364767072889433600
05:28:37.699622 | 200774 | ALLOC |      4.00 |                32.00 | 3524739 | 87649271374118576,364767072889433600
05:28:37.699633 | 200774 | ALLOC |      4.00 |                36.00 | 3524740 | 87649271374118576,364767072889433600
05:28:37.699638 | 200774 | ALLOC |      4.00 |                40.00 | 3524741 | 87649271374118576,364767072889433600
05:28:37.699653 | 200774 | ALLOC |      4.00 |                44.00 | 3524742 | 87649271374118576,364767072889433600
05:28:37.699663 | 200774 | ALLOC |     32.00 |                76.00 | 2929592 | 87649271374118576,364767072889433600
05:28:37.699701 | 200779 | ALLOC |      4.00 |                 4.00 | 3524743 |                N/A
05:28:37.699725 | 200779 | ALLOC |     32.00 |                36.00 | 3557032 |                N/A
05:28:37.700025 | 200779 | FREE  |     32.00 |                 0.00 | 3557032 |                N/A
05:28:37.700197 | 200783 | FREE  |     32.00 |                 0.00 | 3597624 |                N/A
05:28:37.700292 | 200774 | ALLOC |      4.00 |                80.00 | 3524744 | 87649271374118576,364767072889433600
05:28:37.700302 | 200639 | FREE  |      4.00 |                 0.00 | 3668315 |                N/A
05:28:37.700304 | 200639 | FREE  |      4.00 |                 0.00 | 3668318 |                N/A
05:28:37.700306 | 200639 | FREE  |      4.00 |                 0.00 | 3717784 |                N/A
05:28:37.700308 | 200639 | FREE  |      4.00 |                 0.00 | 3717786 |                N/A
05:28:37.700310 | 200670 | FREE  |      4.00 |                 0.00 | 3717789 |                N/A
05:28:37.700312 | 200670 | FREE  |      4.00 |                 0.00 | 3717790 |                N/A
05:28:37.700315 | 200670 | FREE  |      4.00 |                 0.00 | 3717791 |                N/A
05:28:37.700316 | 200670 | FREE  |      4.00 |                 0.00 | 3715528 |                N/A
05:28:37.700318 | 200779 | FREE  |      4.00 |                 0.00 | 3524743 |                N/A
05:28:37.700385 | 200797 | ALLOC |     32.00 |                32.00 | 3597624 |                N/A
05:28:37.700563 | 200648 | ALLOC |     32.00 |               144.00 | 3557032 | 331213479527882560,636835206775895168,706778826815226368,1144672601494410496,555477447468886912,546881539092688000
05:28:37.700729 | 9805  | ALLOC |      4.00 |               148.00 | 3524743 |                N/A
